episode_reward_mean,timesteps_total
104.2532958984375,2048
138.7259063720703,6144
219.0353546142578,10240
249.74893188476562,14336
281.44281005859375,18432
276.7140197753906,22528
431.6697082519531,26624
646.607421875,30720
1011.656494140625,34816
1009.06005859375,38912
1008.9874267578125,43008
1006.1317138671875,47104
1004.4876708984375,51200
1001.8336791992188,55296
1007.0513916015625,59392
1005.4531860351562,63488
1006.655517578125,67584
1012.1821899414062,71680
1010.6392211914062,75776
1005.0054931640625,79872
1005.8766479492188,83968
1006.042724609375,88064
1003.5340576171875,92160
1011.03564453125,96256
1005.2328491210938,100352
1007.0313110351562,104448
1003.9345092773438,108544
1002.1927490234375,112640
1001.3793334960938,116736
1002.3572998046875,120832
1000.3724975585938,124928
1001.727294921875,129024
1001.9096069335938,133120
1001.2234497070312,137216
999.6885375976562,141312
999.6387329101562,145408
1000.265625,149504
999.6780395507812,153600
1000.2017822265625,157696
998.903076171875,161792
999.1154174804688,165888
992.8469848632812,169984
591.1927490234375,174080
981.125,178176
984.2994384765625,182272
990.585205078125,186368
991.8212280273438,190464
991.3609619140625,194560
989.914306640625,198656
990.0202026367188,202752
991.0473022460938,206848
992.6024169921875,210944
995.4540405273438,215040
994.7874145507812,219136
996.0130615234375,223232
996.824951171875,227328
996.8630981445312,231424
997.2083740234375,235520
996.3876953125,239616
993.9777221679688,243712
993.8225708007812,247808
993.847412109375,251904
995.4606323242188,256000
994.9110107421875,260096
993.4764404296875,264192
994.7371826171875,268288
995.18798828125,272384
994.182373046875,276480
994.0559692382812,280576
995.5009765625,284672
994.0283813476562,288768
995.0001831054688,292864
995.22802734375,296960
995.451416015625,301056
994.9512329101562,305152
995.560302734375,309248
993.868408203125,313344
994.5679321289062,317440
996.0101318359375,321536
995.7088012695312,325632
996.911376953125,329728
995.558349609375,333824
996.7403564453125,337920
997.13525390625,342016
996.916748046875,346112
997.326171875,350208
997.9481201171875,354304
997.40625,358400
998.1962280273438,362496
997.0682373046875,366592
998.55810546875,370688
998.4134521484375,374784
998.7305908203125,378880
998.1871337890625,382976
999.3612060546875,387072
999.7250366210938,391168
999.89208984375,395264
999.321044921875,399360
998.921142578125,403456
999.5294189453125,407552
999.6144409179688,411648
999.1298828125,415744
999.6130981445312,419840
1000.3983154296875,423936
1000.0250854492188,428032
998.2988891601562,432128
999.6707763671875,436224
999.32177734375,440320
999.0589599609375,444416
998.7142333984375,448512
998.1178588867188,452608
998.8406982421875,456704
999.9922485351562,460800
998.9923706054688,464896
997.9126586914062,468992
999.5737915039062,473088
1000.0023803710938,477184
999.9386596679688,481280
998.0508422851562,485376
998.9010620117188,489472
998.7357177734375,493568
998.521240234375,497664
999.390380859375,501760
