episode_reward_mean,timesteps_total
9.60313606262207,2048
20.28128433227539,6144
1022.875,10240
1017.56494140625,14336
1018.6921997070312,18432
1021.202880859375,22528
1019.7182006835938,26624
1013.8304443359375,30720
1011.3591918945312,34816
1006.404541015625,38912
1004.0402221679688,43008
1003.07470703125,47104
1002.6292114257812,51200
1002.6058959960938,55296
1003.9879760742188,59392
1004.151123046875,63488
1004.0853271484375,67584
1003.6555786132812,71680
1010.941162109375,75776
984.7443237304688,79872
1005.3807373046875,83968
1007.9854125976562,88064
1017.2015991210938,92160
1003.0181274414062,96256
1036.6064453125,100352
1021.48583984375,104448
1001.91455078125,108544
984.6278686523438,112640
1002.1058959960938,116736
991.4010009765625,120832
928.8363037109375,124928
942.0006103515625,129024
917.8414306640625,133120
969.33349609375,137216
951.3831787109375,141312
1026.36767578125,145408
1094.1895751953125,149504
1369.4561767578125,153600
1407.1016845703125,157696
1572.726318359375,161792
1708.03662109375,165888
1581.0306396484375,169984
1265.3740234375,174080
1266.034423828125,178176
1495.544677734375,182272
1568.14013671875,186368
1541.004150390625,190464
2079.758056640625,194560
1913.0894775390625,198656
2056.67919921875,202752
1751.2801513671875,206848
1723.2900390625,210944
1708.159423828125,215040
1673.9747314453125,219136
1670.28857421875,223232
2162.197265625,227328
1463.3365478515625,231424
1898.33154296875,235520
1801.649658203125,239616
1733.8746337890625,243712
1647.5008544921875,247808
2037.3267822265625,251904
1843.78662109375,256000
1960.13330078125,260096
1819.607421875,264192
1910.52734375,268288
1962.720458984375,272384
1967.35009765625,276480
2083.810791015625,280576
1999.607421875,284672
1978.458251953125,288768
1923.9197998046875,292864
1878.794677734375,296960
1904.669677734375,301056
1898.873046875,305152
2061.38916015625,309248
1324.041015625,313344
1851.2587890625,317440
1680.045654296875,321536
1426.6146240234375,325632
1624.0374755859375,329728
1358.072021484375,333824
2181.677734375,337920
1620.155029296875,342016
1379.281982421875,346112
1719.597900390625,350208
1114.835205078125,354304
2104.198486328125,358400
2098.602294921875,362496
1864.603759765625,366592
2062.889892578125,370688
777.255859375,374784
2029.135986328125,378880
1970.5162353515625,382976
1920.5338134765625,387072
2017.271728515625,391168
1939.5179443359375,395264
2036.114013671875,399360
2100.23388671875,403456
2166.4912109375,407552
1967.095458984375,411648
2173.109375,415744
2142.87548828125,419840
2147.58935546875,423936
2177.337646484375,428032
1929.349853515625,432128
2128.90283203125,436224
2117.993408203125,440320
2152.5615234375,444416
2114.713134765625,448512
1594.572265625,452608
1570.7264404296875,456704
2133.10693359375,460800
2126.565673828125,464896
2120.339599609375,468992
1583.5205078125,473088
1836.977783203125,477184
2122.108642578125,481280
2093.458984375,485376
1855.3916015625,489472
2120.708740234375,493568
2109.765625,497664
1835.5078125,501760
