episode_reward_mean,timesteps_total
65.96226501464844,2048
63.74769592285156,6144
206.72804260253906,10240
212.26052856445312,14336
207.8523712158203,18432
203.17959594726562,22528
208.73277282714844,26624
211.36048889160156,30720
219.26681518554688,34816
214.9948272705078,38912
254.88973999023438,43008
331.941650390625,47104
327.1461486816406,51200
321.05804443359375,55296
301.41961669921875,59392
303.45623779296875,63488
328.05780029296875,67584
337.9820861816406,71680
361.11126708984375,75776
361.86883544921875,79872
331.7991943359375,83968
352.54217529296875,88064
371.6807556152344,92160
394.0927429199219,96256
394.7398681640625,100352
411.83355712890625,104448
511.93865966796875,108544
519.8676147460938,112640
530.9882202148438,116736
574.6072998046875,120832
583.8673706054688,124928
550.9039306640625,129024
589.1968383789062,133120
587.324462890625,137216
667.206298828125,141312
687.8546142578125,145408
761.3229370117188,149504
20.487958908081055,153600
17.719316482543945,157696
22.71872901916504,161792
852.5479736328125,165888
774.07177734375,169984
821.2483520507812,174080
908.8260498046875,178176
795.6920776367188,182272
1062.3272705078125,186368
828.835693359375,190464
1024.9056396484375,194560
971.152099609375,198656
1160.9193115234375,202752
1057.945068359375,206848
1375.00244140625,210944
1014.5221557617188,215040
1323.5567626953125,219136
1209.090087890625,223232
1336.31103515625,227328
1490.3043212890625,231424
1419.9554443359375,235520
1580.4920654296875,239616
1570.575439453125,243712
1830.6815185546875,247808
1741.0914306640625,251904
2173.28466796875,256000
1873.2542724609375,260096
2291.853271484375,264192
2781.503662109375,268288
1538.3043212890625,272384
1803.6102294921875,276480
1606.460205078125,280576
1779.29150390625,284672
2012.716552734375,288768
2410.318359375,292864
1749.103515625,296960
2659.571044921875,301056
2292.47509765625,305152
2469.7119140625,309248
2559.602783203125,313344
2027.432861328125,317440
2117.96826171875,321536
2188.30712890625,325632
2375.9130859375,329728
2751.67138671875,333824
2930.15380859375,337920
1829.990478515625,342016
2380.0205078125,346112
2871.05615234375,350208
2002.4794921875,354304
2765.48974609375,358400
2761.724609375,362496
2476.52783203125,366592
2516.051025390625,370688
2157.9580078125,374784
2625.814697265625,378880
2414.250732421875,382976
2146.746826171875,387072
2967.1357421875,391168
2534.0185546875,395264
2172.94189453125,399360
2112.52685546875,403456
2838.467529296875,407552
2800.283447265625,411648
1949.011962890625,415744
2071.611083984375,419840
2972.009521484375,423936
2393.175537109375,428032
2166.88037109375,432128
2365.666015625,436224
2148.09521484375,440320
1653.321044921875,444416
2196.040771484375,448512
2936.604736328125,452608
1927.053955078125,456704
2394.88916015625,460800
2200.914794921875,464896
2896.632568359375,468992
3083.29248046875,473088
2671.905517578125,477184
2439.90087890625,481280
1536.233154296875,485376
2369.7294921875,489472
2973.2373046875,493568
2888.20263671875,497664
2909.18212890625,501760
