episode_reward_mean,timesteps_total
44.863582611083984,2048
241.27853393554688,6144
223.52145385742188,10240
224.89491271972656,14336
221.17959594726562,18432
233.03848266601562,22528
243.42669677734375,26624
376.6806945800781,30720
1020.3145751953125,34816
1023.267822265625,38912
1024.1375732421875,43008
1020.2210083007812,47104
1024.005126953125,51200
1020.9261474609375,55296
1018.4362182617188,59392
1015.9493408203125,63488
1020.05859375,67584
1016.8970336914062,71680
1014.1311645507812,75776
1013.8316650390625,79872
1013.21826171875,83968
1015.0432739257812,88064
1016.6102294921875,92160
1015.4967651367188,96256
1007.2885131835938,100352
1017.789794921875,104448
1021.8795166015625,108544
943.9574584960938,112640
1006.2758178710938,116736
1011.6089477539062,120832
972.4307861328125,124928
977.474853515625,129024
1058.48681640625,133120
1118.991943359375,137216
1234.693115234375,141312
1230.7362060546875,145408
1258.3011474609375,149504
1311.8970947265625,153600
1381.9913330078125,157696
1372.3682861328125,161792
1446.37548828125,165888
1473.188232421875,169984
1593.0615234375,174080
1523.7357177734375,178176
1449.2364501953125,182272
1523.6822509765625,186368
1373.5025634765625,190464
1424.803955078125,194560
1356.1390380859375,198656
1261.318603515625,202752
1284.2166748046875,206848
1295.7119140625,210944
1249.115234375,215040
1285.3885498046875,219136
1311.326171875,223232
1348.416259765625,227328
1342.3875732421875,231424
1277.6707763671875,235520
1327.359130859375,239616
997.2154541015625,243712
995.2618408203125,247808
998.0553588867188,251904
1368.09228515625,256000
1331.26025390625,260096
1284.1715087890625,264192
1293.5260009765625,268288
1333.335693359375,272384
1364.9678955078125,276480
1396.14892578125,280576
1345.4189453125,284672
1438.2110595703125,288768
1385.300048828125,292864
1392.6544189453125,296960
1351.0087890625,301056
1414.4713134765625,305152
1361.0625,309248
1448.0736083984375,313344
1438.5650634765625,317440
1443.81298828125,321536
1339.66748046875,325632
1334.4244384765625,329728
1295.5260009765625,333824
1312.4442138671875,337920
1295.2239990234375,342016
1325.8984375,346112
1303.720458984375,350208
1286.6170654296875,354304
1316.2889404296875,358400
1349.9539794921875,362496
1380.4505615234375,366592
1488.502197265625,370688
1451.2119140625,374784
1416.202880859375,378880
1490.0438232421875,382976
1539.47900390625,387072
1524.7467041015625,391168
1494.08056640625,395264
1495.37060546875,399360
1489.7462158203125,403456
1434.24755859375,407552
1497.4603271484375,411648
1477.541259765625,415744
1492.398681640625,419840
1482.1629638671875,423936
1489.8258056640625,428032
1506.5108642578125,432128
1522.328857421875,436224
1514.4720458984375,440320
1549.60400390625,444416
1539.06494140625,448512
1536.514892578125,452608
1522.266845703125,456704
1511.11962890625,460800
1525.7735595703125,464896
1506.15185546875,468992
1506.47607421875,473088
1506.2506103515625,477184
1500.7864990234375,481280
1502.7352294921875,485376
1499.698486328125,489472
1501.847900390625,493568
1513.3956298828125,497664
1509.4873046875,501760
