episode_reward_mean,timesteps_total
253.73104858398438,2048
135.95608520507812,6144
131.8363037109375,10240
219.34423828125,14336
221.0178680419922,18432
270.36016845703125,22528
248.65521240234375,26624
307.5606384277344,30720
304.8907165527344,34816
300.9938659667969,38912
308.42486572265625,43008
310.96759033203125,47104
316.48565673828125,51200
312.22265625,55296
323.55682373046875,59392
338.4723205566406,63488
363.70501708984375,67584
388.2458801269531,71680
467.2518005371094,75776
564.9337158203125,79872
573.1690673828125,83968
585.3760375976562,88064
520.61328125,92160
1015.0806884765625,96256
872.723876953125,100352
781.7160034179688,104448
808.2720947265625,108544
781.9381713867188,112640
620.7489624023438,116736
655.513427734375,120832
710.3741455078125,124928
637.790771484375,129024
591.9569091796875,133120
601.6644287109375,137216
657.5997314453125,141312
832.2976684570312,145408
882.8021850585938,149504
884.5014038085938,153600
893.8486328125,157696
946.4513549804688,161792
895.7020263671875,165888
929.6932983398438,169984
928.6435546875,174080
1037.867431640625,178176
935.6771240234375,182272
1217.8399658203125,186368
1184.30322265625,190464
1072.4896240234375,194560
936.70751953125,198656
936.083251953125,202752
747.97021484375,206848
931.2806396484375,210944
1218.692138671875,215040
1220.6796875,219136
1253.904052734375,223232
947.1302490234375,227328
936.7413940429688,231424
969.1116943359375,235520
1006.2750244140625,239616
1080.6431884765625,243712
1410.2930908203125,247808
1156.529296875,251904
1263.14013671875,256000
1303.73291015625,260096
2108.605224609375,264192
1671.8701171875,268288
3258.40673828125,272384
3486.513916015625,276480
1745.3734130859375,280576
1581.1990966796875,284672
1364.769775390625,288768
1317.48095703125,292864
2305.81103515625,296960
1315.0291748046875,301056
1349.0943603515625,305152
1344.0982666015625,309248
1355.0341796875,313344
1847.8233642578125,317440
3491.20458984375,321536
2187.52783203125,325632
1899.9156494140625,329728
1814.834228515625,333824
2931.3310546875,337920
1237.62548828125,342016
1232.234619140625,346112
971.6099243164062,350208
1788.1259765625,354304
1051.4039306640625,358400
2069.93408203125,362496
1933.8607177734375,366592
1650.050537109375,370688
1353.39013671875,374784
2155.080810546875,378880
1653.2257080078125,382976
993.9725952148438,387072
1825.3919677734375,391168
979.0823364257812,395264
1677.361328125,399360
1678.964111328125,403456
1686.848876953125,407552
1908.1220703125,411648
1854.7518310546875,415744
2855.974365234375,419840
1832.5245361328125,423936
2092.890625,428032
1673.64990234375,432128
1893.6995849609375,436224
1830.708740234375,440320
2837.008544921875,444416
2198.6005859375,448512
3129.369140625,452608
3318.129150390625,456704
2120.779541015625,460800
1884.95556640625,464896
1823.832275390625,468992
2590.62939453125,473088
2241.875,477184
2364.147216796875,481280
2035.747802734375,485376
1956.195556640625,489472
2191.6318359375,493568
2335.7685546875,497664
1972.3724365234375,501760
