episode_reward_mean,timesteps_total
43.28009033203125,2048
125.79356384277344,6144
129.48219299316406,10240
167.18045043945312,14336
275.10003662109375,18432
252.79086303710938,22528
1015.6812744140625,26624
1013.4410400390625,30720
1014.0159912109375,34816
1016.97216796875,38912
1015.6021728515625,43008
666.9741821289062,47104
723.5239868164062,51200
472.2680969238281,55296
652.7980346679688,59392
454.21710205078125,63488
543.9385986328125,67584
460.22601318359375,71680
388.5579833984375,75776
368.6613464355469,79872
370.31591796875,83968
330.9817199707031,88064
352.4553527832031,92160
371.7532653808594,96256
390.45782470703125,100352
372.2604675292969,104448
487.6555480957031,108544
951.887939453125,112640
405.9512634277344,116736
854.634033203125,120832
460.7342834472656,124928
798.306396484375,129024
831.7158203125,133120
852.6697998046875,137216
518.95166015625,141312
895.3778686523438,145408
1105.404296875,149504
1041.535888671875,153600
855.9306030273438,157696
626.3256225585938,161792
1063.7867431640625,165888
1075.303955078125,169984
370.2326965332031,174080
827.2333374023438,178176
614.1685180664062,182272
567.3870849609375,186368
509.0269775390625,190464
486.88555908203125,194560
1124.1961669921875,198656
575.10888671875,202752
923.714599609375,206848
581.9146728515625,210944
887.6171875,215040
510.0615234375,219136
484.1944274902344,223232
535.3270263671875,227328
494.4687805175781,231424
1245.1925048828125,235520
1070.84716796875,239616
779.2053833007812,243712
1262.6015625,247808
788.1967163085938,251904
1357.9613037109375,256000
1203.5836181640625,260096
946.2876586914062,264192
748.6400756835938,268288
1451.069580078125,272384
912.8676147460938,276480
511.7652282714844,280576
1063.49755859375,284672
641.2874755859375,288768
1218.6865234375,292864
1206.340576171875,296960
1310.838623046875,301056
1291.6998291015625,305152
1342.543701171875,309248
1498.66748046875,313344
806.59130859375,317440
1374.86572265625,321536
712.192138671875,325632
1388.497802734375,329728
1328.0328369140625,333824
1335.007568359375,337920
1136.8955078125,342016
1479.4921875,346112
1646.16357421875,350208
1319.4525146484375,354304
1131.024169921875,358400
958.3086547851562,362496
1478.978759765625,366592
1362.3250732421875,370688
1487.50537109375,374784
1341.8173828125,378880
1330.482177734375,382976
1426.4949951171875,387072
1454.152099609375,391168
667.6649169921875,395264
1383.48095703125,399360
738.336181640625,403456
1557.776123046875,407552
1410.1778564453125,411648
1441.508544921875,415744
1424.306884765625,419840
1474.6812744140625,423936
1294.95556640625,428032
1430.186279296875,432128
753.8807373046875,436224
1507.962646484375,440320
1399.811767578125,444416
1368.541748046875,448512
1406.990478515625,452608
1409.77685546875,456704
1360.9517822265625,460800
670.99072265625,464896
591.9920654296875,468992
608.305419921875,473088
732.3734741210938,477184
836.9703979492188,481280
827.8333129882812,485376
1448.771240234375,489472
1348.167236328125,493568
1168.7103271484375,497664
1455.512451171875,501760
