episode_reward_mean,timesteps_total
243.16140747070312,2048
127.69905853271484,6144
1001.8983764648438,10240
999.9169921875,14336
994.7782592773438,18432
995.6945190429688,22528
995.2969360351562,26624
846.9173583984375,30720
815.7352294921875,34816
229.22918701171875,38912
758.198486328125,43008
540.0391845703125,47104
432.9068603515625,51200
462.1123962402344,55296
506.14251708984375,59392
528.2181396484375,63488
585.6521606445312,67584
442.42645263671875,71680
556.3271484375,75776
783.248779296875,79872
496.0274963378906,83968
334.74554443359375,88064
572.9116821289062,92160
424.7518310546875,96256
369.18157958984375,100352
165.2894744873047,104448
386.6763000488281,108544
544.3072509765625,112640
672.0169677734375,116736
457.1758728027344,120832
424.0735778808594,124928
443.2689208984375,129024
525.1719970703125,133120
433.271240234375,137216
389.1563415527344,141312
380.26177978515625,145408
383.6709289550781,149504
411.1911315917969,153600
348.0274658203125,157696
390.92828369140625,161792
373.8095397949219,165888
326.9640197753906,169984
353.2713928222656,174080
210.2226104736328,178176
349.01080322265625,182272
338.535400390625,186368
329.01458740234375,190464
388.8485412597656,194560
293.2823791503906,198656
330.91595458984375,202752
320.56591796875,206848
306.2453918457031,210944
189.66810607910156,215040
292.4742126464844,219136
181.80702209472656,223232
250.2530975341797,227328
253.72862243652344,231424
228.8679656982422,235520
184.38168334960938,239616
148.9013214111328,243712
304.6865234375,247808
325.55926513671875,251904
115.34221649169922,256000
202.5160369873047,260096
304.46185302734375,264192
299.59088134765625,268288
291.05047607421875,272384
218.44668579101562,276480
193.39663696289062,280576
315.0505676269531,284672
273.1144104003906,288768
341.26214599609375,292864
327.9561462402344,296960
241.857666015625,301056
234.01707458496094,305152
238.18031311035156,309248
237.57444763183594,313344
180.89715576171875,317440
272.40496826171875,321536
266.8244934082031,325632
280.5607604980469,329728
280.55316162109375,333824
334.00250244140625,337920
302.61175537109375,342016
237.8143310546875,346112
153.40826416015625,350208
181.49798583984375,354304
162.2118377685547,358400
176.58831787109375,362496
152.99569702148438,366592
176.41409301757812,370688
162.74627685546875,374784
158.96417236328125,378880
158.8497772216797,382976
174.97799682617188,387072
171.8932342529297,391168
166.87738037109375,395264
115.8650894165039,399360
113.57392120361328,403456
158.82188415527344,407552
178.74249267578125,411648
164.11936950683594,415744
142.1825408935547,419840
162.92709350585938,423936
147.68228149414062,428032
164.24351501464844,432128
154.80191040039062,436224
149.34640502929688,440320
160.77651977539062,444416
164.29637145996094,448512
157.37203979492188,452608
167.5482177734375,456704
161.22674560546875,460800
161.27865600585938,464896
152.57521057128906,468992
155.41043090820312,473088
161.3877410888672,477184
154.52679443359375,481280
156.38592529296875,485376
160.09603881835938,489472
160.49655151367188,493568
157.4567108154297,497664
158.42062377929688,501760
